loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,default_flag
16000.0, 60 months,9.76,338.07,B,B3,< 1 year,RENT,65000.0,Fully Paid,credit_card,VA,39.49,0
12000.0, 60 months,18.2,306.03,E,E1,10+ years,OWN,65000.0,Charged Off,debt_consolidation,OH,21.16,1
25000.0, 60 months,14.48,587.95,C,C5,10+ years,MORTGAGE,74000.0,Charged Off,debt_consolidation,OH,34.37,1
2000.0, 36 months,14.48,68.83,C,C5,10+ years,MORTGAGE,90000.0,Charged Off,other,MD,17.85,1
15000.0, 36 months,12.59,502.46,C,C2,10+ years,MORTGAGE,40000.0,Fully Paid,debt_consolidation,KS,26.75,0
17600.0, 36 months,6.89,542.56,A,A3,5 years,MORTGAGE,129000.0,Fully Paid,debt_consolidation,GA,11.05,0
21000.0, 60 months,14.48,493.88,C,C5,6 years,MORTGAGE,175000.0,Current,debt_consolidation,PA,9.92,0
6000.0, 36 months,9.76,192.93,B,B3,10+ years,MORTGAGE,66000.0,Fully Paid,debt_consolidation,NM,33.31,0
8000.0, 36 months,13.67,272.15,C,C4,9 years,RENT,56250.0,Fully Paid,house,CA,21.4,0
5000.0, 36 months,13.67,170.09,C,C4,10+ years,MORTGAGE,91000.0,Fully Paid,debt_consolidation,TX,5.3,0
10000.0, 36 months,11.22,328.43,B,B5,10+ years,MORTGAGE,190000.0,Fully Paid,small_business,AL,4.75,0
30000.0, 60 months,11.99,667.19,C,C1,2 years,MORTGAGE,73000.0,Fully Paid,debt_consolidation,AR,29.1,0
10000.0, 60 months,9.17,208.41,B,B2,10+ years,MORTGAGE,65000.0,Current,debt_consolidation,KY,27.86,0
30000.0, 36 months,9.17,956.37,B,B2,10+ years,MORTGAGE,150000.0,Fully Paid,home_improvement,NC,11.72,0
5850.0, 36 months,25.99,235.67,F,F5,,OWN,19500.0,Fully Paid,home_improvement,NC,11.69,0
25000.0, 36 months,7.89,782.15,A,A5,9 years,MORTGAGE,350000.0,Fully Paid,debt_consolidation,CA,10.72,0
3500.0, 36 months,6.89,107.9,A,A3,5 years,OWN,43000.0,Fully Paid,home_improvement,TN,9.43,0
35000.0, 36 months,11.99,1162.34,C,C1,8 years,MORTGAGE,155000.0,Charged Off,credit_card,FL,29.78,1
11050.0, 36 months,9.76,355.31,B,B3,3 years,RENT,30000.0,Fully Paid,credit_card,NY,22.44,0
8000.0, 36 months,8.38,252.1,B,B1,< 1 year,RENT,105000.0,Fully Paid,credit_card,TX,9.95,0
4800.0, 36 months,10.64,156.33,B,B4,8 years,RENT,65000.0,Fully Paid,credit_card,FL,25.65,0
5000.0, 36 months,12.59,167.49,C,C2,< 1 year,OWN,32000.0,Fully Paid,debt_consolidation,PA,17.93,0
24000.0, 60 months,17.57,603.85,D,D4,10+ years,MORTGAGE,77733.0,Fully Paid,debt_consolidation,LA,19.04,0
12800.0, 60 months,12.59,288.56,C,C2,7 years,MORTGAGE,45780.0,Current,debt_consolidation,PA,9.62,0
1975.0, 36 months,15.41,68.87,D,D1,7 years,MORTGAGE,53000.0,Fully Paid,debt_consolidation,FL,18.82,0
14000.0, 60 months,7.89,283.14,A,A5,10+ years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,CA,14.75,0
7000.0, 36 months,11.22,229.91,B,B5,1 year,MORTGAGE,31000.0,Fully Paid,home_improvement,MI,4.61,0
9600.0, 36 months,5.32,289.11,A,A1,6 years,OWN,80000.0,Fully Paid,debt_consolidation,IL,5.71,0
22450.0, 60 months,16.55,552.53,D,D2,6 years,MORTGAGE,60000.0,Current,credit_card,MI,32.26,0
35000.0, 60 months,9.76,739.53,B,B3,10+ years,MORTGAGE,160000.0,Current,debt_consolidation,PA,25.08,0
3000.0, 36 months,11.99,99.63,C,C1,10+ years,MORTGAGE,98000.0,Fully Paid,debt_consolidation,NY,12.11,0
20000.0, 60 months,7.89,404.48,A,A5,,OWN,49000.0,Current,debt_consolidation,GA,8.44,0
16000.0, 36 months,9.76,514.48,B,B3,8 years,RENT,75000.0,Fully Paid,debt_consolidation,NY,16.3,0
10000.0, 36 months,10.64,325.69,B,B4,2 years,RENT,57660.0,Fully Paid,debt_consolidation,CA,20.54,0
15000.0, 36 months,5.32,451.73,A,A1,9 years,RENT,76200.0,Fully Paid,credit_card,VA,28.82,0
30000.0, 60 months,9.76,633.88,B,B3,1 year,MORTGAGE,82000.0,Fully Paid,debt_consolidation,MI,24.91,0
21000.0, 60 months,7.26,418.41,A,A4,10+ years,MORTGAGE,100000.0,Fully Paid,credit_card,WA,18.89,0
10000.0, 60 months,18.49,256.61,E,E2,9 years,RENT,65000.0,Current,debt_consolidation,OH,19.87,0
15000.0, 36 months,9.17,478.19,B,B2,2 years,MORTGAGE,60000.0,Fully Paid,credit_card,GA,22.42,0
6000.0, 36 months,14.48,206.47,C,C5,2 years,RENT,38000.0,Fully Paid,debt_consolidation,FL,15.67,0
3600.0, 36 months,16.99,128.34,D,D3,1 year,RENT,40000.0,Fully Paid,other,VA,32.31,0
10000.0, 60 months,16.99,248.48,D,D3,6 years,MORTGAGE,45000.0,Current,debt_consolidation,MI,30.43,0
10000.0, 36 months,12.59,334.97,C,C2,3 years,MORTGAGE,72000.0,Fully Paid,debt_consolidation,AL,2.62,0
8000.0, 36 months,7.89,250.29,A,A5,10+ years,MORTGAGE,75000.0,Fully Paid,major_purchase,OH,31.15,0
7000.0, 36 months,11.99,232.47,C,C1,5 years,MORTGAGE,48000.0,Fully Paid,home_improvement,MN,38.75,0
20000.0, 60 months,15.41,480.12,D,D1,10+ years,OWN,40000.0,Current,debt_consolidation,TN,32.58,0
30000.0, 36 months,13.18,1013.43,C,C3,9 years,MORTGAGE,90000.0,Fully Paid,debt_consolidation,OK,7.0,0
3000.0, 36 months,10.64,97.71,B,B4,2 years,RENT,37000.0,Fully Paid,other,PA,16.25,0
9900.0, 36 months,5.32,298.14,A,A1,5 years,MORTGAGE,102000.0,Fully Paid,credit_card,UT,17.29,0
15000.0, 36 months,11.22,492.65,B,B5,7 years,RENT,59000.0,Fully Paid,debt_consolidation,CA,20.16,0
14000.0, 36 months,10.64,455.96,B,B4,3 years,RENT,70000.0,Fully Paid,credit_card,NY,9.14,0
8000.0, 36 months,6.89,246.62,A,A3,10+ years,MORTGAGE,130000.0,Fully Paid,other,CO,13.79,0
12000.0, 36 months,7.89,375.43,A,A5,6 years,MORTGAGE,65000.0,Fully Paid,credit_card,MD,15.42,0
12000.0, 60 months,13.18,274.15,C,C3,2 years,MORTGAGE,105000.0,Current,debt_consolidation,MI,16.74,0
12000.0, 36 months,9.76,385.86,B,B3,< 1 year,RENT,50000.0,Charged Off,credit_card,IL,6.31,1
20000.0, 36 months,6.89,616.54,A,A3,10+ years,OWN,60000.0,Fully Paid,credit_card,NJ,22.0,0
22950.0, 60 months,17.57,577.43,D,D4,8 years,MORTGAGE,62000.0,Charged Off,debt_consolidation,IL,26.89,1
16525.0, 36 months,7.26,512.22,A,A4,10+ years,RENT,110000.0,Fully Paid,debt_consolidation,CA,9.15,0
15000.0, 36 months,10.64,488.53,B,B4,1 year,RENT,90000.0,Charged Off,debt_consolidation,NJ,24.8,1
15000.0, 36 months,11.22,492.65,B,B5,10+ years,MORTGAGE,105000.0,Fully Paid,debt_consolidation,AL,21.14,0
12000.0, 36 months,8.38,378.15,B,B1,3 years,MORTGAGE,165000.0,Fully Paid,credit_card,NC,10.97,0
7600.0, 36 months,5.32,228.88,A,A1,10+ years,MORTGAGE,40000.0,Fully Paid,credit_card,LA,28.48,0
8000.0, 36 months,10.64,260.55,B,B4,3 years,RENT,55000.0,Fully Paid,credit_card,MO,22.73,0
18000.0, 36 months,5.32,542.07,A,A1,10+ years,MORTGAGE,112000.0,Fully Paid,credit_card,GA,18.3,0
28000.0, 60 months,15.41,672.16,D,D1,,MORTGAGE,65000.0,Fully Paid,home_improvement,CA,23.23,0
20000.0, 36 months,9.17,637.58,B,B2,10+ years,RENT,93000.0,Fully Paid,debt_consolidation,CA,17.01,0
18000.0, 36 months,13.67,612.32,C,C4,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,MI,30.41,0
1600.0, 36 months,13.67,54.43,C,C4,10+ years,OWN,60000.0,Charged Off,debt_consolidation,TX,38.12,1
10000.0, 36 months,12.59,334.97,C,C2,6 years,MORTGAGE,64000.0,Fully Paid,credit_card,TX,26.83,0
10000.0, 36 months,5.32,301.15,A,A1,,OWN,25000.0,Fully Paid,credit_card,KY,17.81,0
12000.0, 60 months,11.99,266.88,C,C1,< 1 year,MORTGAGE,70000.0,Fully Paid,home_improvement,CA,24.41,0
16375.0, 36 months,12.59,548.52,C,C2,3 years,OWN,39000.0,Fully Paid,debt_consolidation,NY,27.02,0
5000.0, 36 months,5.32,150.58,A,A1,10+ years,MORTGAGE,47000.0,Fully Paid,credit_card,CA,6.96,0
15000.0, 36 months,8.38,472.68,B,B1,10+ years,OWN,48000.0,Fully Paid,debt_consolidation,FL,4.23,0
2000.0, 36 months,11.22,65.69,B,B5,3 years,MORTGAGE,63000.0,Fully Paid,home_improvement,OH,17.35,0
26400.0, 60 months,8.38,540.12,B,B1,3 years,MORTGAGE,399000.0,Fully Paid,home_improvement,CA,9.83,0
1600.0, 36 months,11.99,53.14,C,C1,4 years,RENT,16000.0,Fully Paid,major_purchase,VA,18.15,0
15000.0, 36 months,8.38,472.68,B,B1,10+ years,RENT,66100.0,Charged Off,credit_card,NY,23.18,1
15000.0, 36 months,10.64,488.53,B,B4,10+ years,RENT,91000.0,Fully Paid,other,CA,20.65,0
25000.0, 60 months,7.89,505.6,A,A5,10+ years,MORTGAGE,216000.0,Current,debt_consolidation,CT,14.67,0
7000.0, 36 months,9.76,225.09,B,B3,8 years,OWN,51000.0,Fully Paid,credit_card,OH,15.22,0
8000.0, 36 months,11.99,265.68,C,C1,10+ years,RENT,45130.0,Fully Paid,credit_card,VA,31.52,0
16000.0, 60 months,8.38,327.34,B,B1,1 year,MORTGAGE,105000.0,Current,debt_consolidation,IL,8.83,0
18900.0, 60 months,16.55,465.16,D,D2,10+ years,MORTGAGE,45000.0,Current,debt_consolidation,TN,28.85,0
16000.0, 36 months,5.32,481.84,A,A1,10+ years,MORTGAGE,90000.0,Fully Paid,debt_consolidation,TX,26.76,0
28000.0, 60 months,17.57,704.49,D,D4,9 years,RENT,90000.0,Current,debt_consolidation,CA,11.88,0
5000.0, 36 months,10.64,162.85,B,B4,3 years,RENT,90000.0,Fully Paid,debt_consolidation,SC,16.19,0
5000.0, 36 months,13.67,170.09,C,C4,2 years,MORTGAGE,34000.0,Fully Paid,renewable_energy,FL,11.05,0
9000.0, 36 months,5.32,271.04,A,A1,2 years,MORTGAGE,105000.0,Fully Paid,credit_card,TX,24.11,0
3200.0, 36 months,20.99,120.55,E,E5,10+ years,MORTGAGE,130550.0,Fully Paid,other,GA,12.32,0
25000.0, 60 months,18.2,637.56,E,E1,10+ years,MORTGAGE,100000.0,Current,credit_card,MI,31.44,0
8000.0, 36 months,15.41,278.94,D,D1,< 1 year,RENT,38000.0,Charged Off,debt_consolidation,IL,15.73,1
25000.0, 36 months,7.89,782.15,A,A5,10+ years,MORTGAGE,100000.0,Fully Paid,debt_consolidation,NC,20.08,0
12000.0, 36 months,10.64,390.83,B,B4,10+ years,RENT,70000.0,Fully Paid,credit_card,MD,25.29,0
31150.0, 60 months,22.99,877.96,F,F2,2 years,RENT,76000.0,Charged Off,debt_consolidation,ND,34.55,1
28000.0, 60 months,14.48,658.5,C,C5,3 years,RENT,90000.0,Charged Off,debt_consolidation,NY,27.93,1
8000.0, 36 months,7.89,250.29,A,A5,10+ years,MORTGAGE,139000.0,Fully Paid,credit_card,NJ,13.21,0
15000.0, 36 months,10.64,488.53,B,B4,9 years,RENT,42000.0,Fully Paid,credit_card,VA,26.31,0
5000.0, 36 months,16.99,178.24,D,D3,3 years,MORTGAGE,27000.0,Fully Paid,debt_consolidation,GA,15.73,0
15000.0, 36 months,7.26,464.95,A,A4,10+ years,MORTGAGE,53000.0,Fully Paid,credit_card,SC,13.27,0
24350.0, 60 months,20.99,658.62,E,E5,5 years,RENT,58000.0,Charged Off,debt_consolidation,OH,31.28,1
12000.0, 36 months,7.26,371.96,A,A4,10+ years,MORTGAGE,160000.0,Fully Paid,credit_card,OH,30.2,0
12000.0, 36 months,9.76,385.86,B,B3,,MORTGAGE,100000.0,Fully Paid,other,CA,10.47,0
16000.0, 36 months,11.22,525.49,B,B5,10+ years,MORTGAGE,87000.0,Fully Paid,debt_consolidation,MI,10.19,0
5000.0, 36 months,13.67,170.09,C,C4,3 years,OWN,30000.0,Fully Paid,debt_consolidation,FL,8.44,0
7000.0, 36 months,12.59,234.48,C,C2,4 years,MORTGAGE,100000.0,Fully Paid,debt_consolidation,TX,20.36,0
5000.0, 36 months,10.64,162.85,B,B4,1 year,RENT,41000.0,Charged Off,credit_card,NY,12.44,1
21000.0, 36 months,16.55,744.02,D,D2,10+ years,OWN,115000.0,Charged Off,other,NY,23.48,1
3500.0, 36 months,12.59,117.24,C,C2,5 years,RENT,76000.0,Fully Paid,moving,WA,14.15,0
6000.0, 36 months,7.26,185.98,A,A4,6 years,OWN,85000.0,Fully Paid,debt_consolidation,CA,14.12,0
13000.0, 36 months,6.24,396.91,A,A2,3 years,MORTGAGE,128000.0,Fully Paid,debt_consolidation,CA,10.87,0
10000.0, 60 months,12.59,225.44,C,C2,10+ years,MORTGAGE,68000.0,Current,credit_card,PA,24.74,0
16550.0, 36 months,11.99,549.62,C,C1,2 years,RENT,53240.0,Fully Paid,debt_consolidation,FL,21.93,0
20000.0, 36 months,7.26,619.93,A,A4,10+ years,MORTGAGE,83000.0,Fully Paid,debt_consolidation,MI,26.19,0
4200.0, 36 months,18.2,152.27,E,E1,5 years,RENT,50200.0,Fully Paid,major_purchase,TX,11.07,0
16000.0, 60 months,11.99,355.84,C,C1,< 1 year,OWN,57500.0,Charged Off,debt_consolidation,NC,8.97,1
12000.0, 36 months,15.41,418.4,D,D1,5 years,RENT,79700.0,Fully Paid,medical,IL,13.13,0
10000.0, 36 months,6.89,308.27,A,A3,< 1 year,MORTGAGE,115000.0,Fully Paid,debt_consolidation,MA,14.61,0
25000.0, 36 months,9.17,796.98,B,B2,1 year,MORTGAGE,110000.0,Charged Off,credit_card,AZ,15.62,1
10000.0, 60 months,9.76,211.3,B,B3,< 1 year,RENT,50000.0,Current,debt_consolidation,MI,12.88,0
18000.0, 36 months,8.38,567.22,B,B1,2 years,OWN,75000.0,Fully Paid,credit_card,TX,23.7,0
6675.0, 36 months,17.57,239.88,D,D4,10+ years,RENT,70000.0,Fully Paid,debt_consolidation,OH,13.06,0
10000.0, 36 months,9.76,321.55,B,B3,4 years,RENT,41000.0,Fully Paid,debt_consolidation,RI,13.29,0
5000.0, 36 months,11.99,166.05,C,C1,2 years,MORTGAGE,55000.0,Fully Paid,other,TX,3.67,0
16000.0, 36 months,9.76,514.48,B,B3,3 years,RENT,122000.0,Fully Paid,debt_consolidation,NV,13.3,0
18000.0, 60 months,14.48,423.33,C,C5,10+ years,RENT,53000.0,Current,debt_consolidation,FL,27.22,0
11275.0, 60 months,11.99,250.75,C,C1,3 years,MORTGAGE,64000.0,Fully Paid,debt_consolidation,CA,28.33,0
30000.0, 36 months,10.64,977.06,B,B4,10+ years,MORTGAGE,120000.0,Fully Paid,debt_consolidation,OK,18.66,0
7500.0, 36 months,13.67,255.14,C,C4,4 years,RENT,39000.0,Charged Off,debt_consolidation,FL,27.32,1
12000.0, 36 months,9.76,385.86,B,B3,< 1 year,MORTGAGE,67000.0,Fully Paid,credit_card,WA,30.34,0
19200.0, 60 months,16.55,472.54,D,D2,< 1 year,RENT,92000.0,Current,credit_card,MD,34.92,0
35000.0, 60 months,11.22,764.84,B,B5,3 years,MORTGAGE,106000.0,Current,debt_consolidation,NJ,15.22,0
35000.0, 36 months,7.89,1095.0,A,A5,2 years,MORTGAGE,108425.0,Fully Paid,credit_card,NJ,11.0,0
10000.0, 36 months,11.22,328.43,B,B5,< 1 year,RENT,63000.0,Fully Paid,debt_consolidation,CA,15.28,0
12000.0, 36 months,10.64,390.83,B,B4,10+ years,MORTGAGE,250000.0,Fully Paid,credit_card,NJ,3.15,0
10000.0, 36 months,11.22,328.43,B,B5,3 years,RENT,52000.0,Fully Paid,debt_consolidation,AZ,23.24,0
30000.0, 60 months,13.67,692.93,C,C4,8 years,MORTGAGE,90000.0,Fully Paid,credit_card,CA,17.05,0
5000.0, 36 months,11.99,166.05,C,C1,2 years,MORTGAGE,20000.0,Fully Paid,credit_card,NY,10.38,0
10000.0, 36 months,8.38,315.12,B,B1,< 1 year,OWN,35000.0,Charged Off,credit_card,IL,31.21,1
20000.0, 36 months,11.22,656.86,B,B5,3 years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,NH,18.67,0
13325.0, 60 months,18.49,341.93,E,E2,1 year,RENT,35000.0,Current,debt_consolidation,NY,27.98,0
12000.0, 60 months,11.99,266.88,C,C1,,OWN,47000.0,Current,credit_card,MI,19.66,0
3000.0, 36 months,16.55,106.29,D,D2,10+ years,RENT,40000.0,Charged Off,other,IL,25.44,1
5875.0, 36 months,12.59,196.8,C,C2,10+ years,RENT,78000.0,Fully Paid,debt_consolidation,IL,23.03,0
23750.0, 36 months,7.89,743.04,A,A5,< 1 year,RENT,47530.0,Fully Paid,credit_card,MI,27.78,0
3700.0, 36 months,13.67,125.87,C,C4,3 years,MORTGAGE,41000.0,Fully Paid,small_business,NC,17.65,0
15125.0, 60 months,15.41,363.09,D,D1,10+ years,MORTGAGE,45000.0,Fully Paid,debt_consolidation,TX,6.11,0
22950.0, 60 months,13.18,524.31,C,C3,10+ years,MORTGAGE,66000.0,Current,debt_consolidation,MA,23.94,0
7000.0, 36 months,8.38,220.59,B,B1,10+ years,RENT,112000.0,Fully Paid,debt_consolidation,PA,27.54,0
20000.0, 36 months,11.22,656.86,B,B5,9 years,MORTGAGE,62000.0,Fully Paid,credit_card,WI,19.78,0
16000.0, 60 months,8.38,327.34,B,B1,2 years,MORTGAGE,265000.0,Current,debt_consolidation,AR,10.66,0
6200.0, 36 months,13.67,210.91,C,C4,6 years,OWN,20000.0,Fully Paid,debt_consolidation,OH,29.17,0
2000.0, 36 months,13.18,67.57,C,C3,7 years,MORTGAGE,65000.0,Fully Paid,other,WY,21.34,0
4800.0, 36 months,11.22,157.65,B,B5,10+ years,MORTGAGE,80000.0,Fully Paid,car,CA,21.62,0
30000.0, 60 months,10.64,646.9,B,B4,2 years,MORTGAGE,100000.0,Current,other,IL,30.18,0
35000.0, 60 months,12.59,789.04,C,C2,2 years,MORTGAGE,100000.0,Current,credit_card,MA,13.62,0
13000.0, 36 months,8.38,409.66,B,B1,5 years,RENT,58500.0,Fully Paid,car,PA,28.82,0
24000.0, 36 months,10.64,781.65,B,B4,10+ years,MORTGAGE,102000.0,Fully Paid,home_improvement,IL,17.45,0
15000.0, 36 months,9.76,482.32,B,B3,10+ years,RENT,36000.0,Fully Paid,credit_card,CA,5.43,0
18000.0, 36 months,13.18,608.06,C,C3,3 years,RENT,62000.0,Fully Paid,debt_consolidation,FL,8.42,0
10000.0, 36 months,11.99,332.1,C,C1,< 1 year,MORTGAGE,200000.0,Charged Off,home_improvement,PA,12.22,1
24000.0, 36 months,9.76,771.72,B,B3,2 years,MORTGAGE,84000.0,Fully Paid,credit_card,NC,21.36,0
6000.0, 36 months,16.99,213.89,D,D3,10+ years,RENT,110000.0,Charged Off,moving,TX,14.46,1
14000.0, 60 months,18.2,357.04,E,E1,4 years,MORTGAGE,45000.0,Fully Paid,debt_consolidation,NY,20.43,0
10000.0, 60 months,15.41,240.06,D,D1,3 years,RENT,52000.0,Charged Off,debt_consolidation,AR,29.24,1
21600.0, 60 months,13.67,498.91,C,C4,10+ years,RENT,56655.0,Fully Paid,debt_consolidation,VA,24.85,0
22800.0, 60 months,18.99,591.32,E,E3,< 1 year,MORTGAGE,60000.0,Fully Paid,debt_consolidation,OH,25.14,0
12000.0, 36 months,11.99,398.52,C,C1,9 years,MORTGAGE,48000.0,Fully Paid,debt_consolidation,GA,11.23,0
35000.0, 60 months,23.99,1006.68,F,F3,8 years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,NH,17.74,0
10000.0, 36 months,8.38,315.12,B,B1,8 years,OWN,60000.0,Fully Paid,debt_consolidation,PA,17.22,0
25000.0, 36 months,15.41,871.67,D,D1,10+ years,RENT,100000.0,Fully Paid,other,MI,11.22,0
2500.0, 36 months,14.48,86.03,C,C5,5 years,RENT,90000.0,Fully Paid,car,CA,14.8,0
7000.0, 36 months,7.89,219.0,A,A5,7 years,RENT,52000.0,Fully Paid,credit_card,OH,20.17,0
21750.0, 36 months,18.49,791.68,E,E2,4 years,OWN,68000.0,Fully Paid,debt_consolidation,PA,21.46,0
5000.0, 36 months,6.89,154.14,A,A3,1 year,RENT,200000.0,Fully Paid,credit_card,TX,7.48,0
19200.0, 60 months,17.86,486.1,D,D5,3 years,MORTGAGE,49000.0,Late (31-120 days),credit_card,FL,8.57,0
2400.0, 36 months,14.48,82.59,C,C5,10+ years,OWN,40000.0,Fully Paid,car,FL,25.56,0
8500.0, 36 months,13.67,289.15,C,C4,10+ years,OWN,50000.0,Fully Paid,debt_consolidation,GA,38.17,0
11875.0, 36 months,11.99,394.37,C,C1,3 years,MORTGAGE,46000.0,Charged Off,debt_consolidation,AZ,22.23,1
16000.0, 36 months,13.18,540.5,C,C3,10+ years,OWN,53000.0,Charged Off,debt_consolidation,NJ,17.5,1
23000.0, 60 months,10.64,495.96,B,B4,10+ years,MORTGAGE,187500.0,Fully Paid,home_improvement,NY,18.5,0
18225.0, 36 months,15.41,635.45,D,D1,2 years,RENT,45600.0,Charged Off,debt_consolidation,NV,24.8,1
9800.0, 36 months,11.99,325.46,C,C1,4 years,OWN,41000.0,Charged Off,debt_consolidation,IL,31.85,1
10000.0, 36 months,5.32,301.15,A,A1,2 years,RENT,70000.0,Fully Paid,debt_consolidation,LA,17.49,0
6000.0, 36 months,9.17,191.28,B,B2,10+ years,RENT,70000.0,Fully Paid,major_purchase,NV,16.03,0
5700.0, 36 months,8.38,179.62,B,B1,< 1 year,MORTGAGE,80000.0,Fully Paid,debt_consolidation,IN,8.2,0
15000.0, 36 months,11.22,492.65,B,B5,1 year,OWN,72000.0,Fully Paid,debt_consolidation,CA,16.28,0
6000.0, 36 months,7.26,185.98,A,A4,< 1 year,RENT,66500.0,Fully Paid,major_purchase,MD,9.59,0
6000.0, 36 months,7.26,185.98,A,A4,2 years,RENT,70000.0,Fully Paid,credit_card,AZ,24.12,0
15000.0, 36 months,7.26,464.95,A,A4,10+ years,OWN,45000.0,Fully Paid,credit_card,ME,23.57,0
10200.0, 36 months,14.48,351.0,C,C5,2 years,OWN,30000.0,Charged Off,home_improvement,NH,25.88,1
9800.0, 36 months,7.89,306.6,A,A5,5 years,RENT,55000.0,Fully Paid,debt_consolidation,TX,14.62,0
14000.0, 36 months,12.59,468.96,C,C2,< 1 year,RENT,41000.0,Fully Paid,debt_consolidation,GA,21.11,0
24000.0, 60 months,7.26,478.18,A,A4,2 years,MORTGAGE,145000.0,Fully Paid,home_improvement,IL,11.74,0
27000.0, 60 months,19.99,715.19,E,E4,< 1 year,MORTGAGE,105000.0,Charged Off,debt_consolidation,MO,12.47,1
9025.0, 36 months,16.55,319.75,D,D2,3 years,MORTGAGE,76000.0,Fully Paid,moving,NJ,15.68,0
35000.0, 36 months,13.18,1182.33,C,C3,10+ years,MORTGAGE,100000.0,Charged Off,debt_consolidation,CT,22.7,1
35000.0, 60 months,17.86,886.11,D,D5,5 years,MORTGAGE,175000.0,Charged Off,debt_consolidation,NY,30.75,1
35000.0, 60 months,13.67,808.42,C,C4,10+ years,MORTGAGE,120000.0,Fully Paid,credit_card,AL,17.23,0
8000.0, 36 months,14.48,275.29,C,C5,< 1 year,RENT,51584.0,Fully Paid,debt_consolidation,AZ,19.31,0
24000.0, 60 months,13.67,554.35,C,C4,10+ years,MORTGAGE,98013.0,Charged Off,debt_consolidation,TX,21.4,1
16000.0, 60 months,14.48,376.29,C,C5,10+ years,RENT,48000.0,Charged Off,credit_card,FL,30.37,1
14750.0, 36 months,12.59,494.08,C,C2,,OWN,36882.0,Fully Paid,debt_consolidation,TN,30.82,0
20000.0, 36 months,13.18,675.62,C,C3,3 years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,PA,25.3,0
30000.0, 60 months,15.41,720.18,D,D1,10+ years,MORTGAGE,65000.0,Current,credit_card,WI,8.73,0
7725.0, 36 months,17.57,277.62,D,D4,5 years,MORTGAGE,45000.0,Charged Off,debt_consolidation,FL,32.65,1
5000.0, 36 months,8.38,157.56,B,B1,< 1 year,MORTGAGE,55000.0,Fully Paid,debt_consolidation,MD,21.19,0
35000.0, 36 months,15.41,1220.33,D,D1,10+ years,MORTGAGE,197000.0,Fully Paid,debt_consolidation,VA,27.44,0
12000.0, 36 months,7.89,375.43,A,A5,6 years,MORTGAGE,80000.0,Charged Off,credit_card,NM,19.37,1
15000.0, 36 months,13.18,506.72,C,C3,10+ years,OWN,77132.0,Fully Paid,debt_consolidation,NJ,38.95,0
10000.0, 60 months,12.59,225.44,C,C2,10+ years,MORTGAGE,95000.0,Current,credit_card,KS,14.92,0
9500.0, 36 months,18.49,345.79,E,E2,,RENT,31680.0,Charged Off,debt_consolidation,CA,5.86,1
3600.0, 36 months,15.41,125.52,D,D1,5 years,RENT,65000.0,Charged Off,home_improvement,CA,22.82,1
6000.0, 36 months,9.76,192.93,B,B3,4 years,RENT,45000.0,Fully Paid,debt_consolidation,MI,7.28,0
20000.0, 36 months,9.76,643.1,B,B3,3 years,RENT,96000.0,Fully Paid,debt_consolidation,IL,8.25,0
11675.0, 60 months,18.2,297.74,E,E1,10+ years,RENT,38600.0,Current,other,FL,36.07,0
9100.0, 36 months,16.99,324.4,D,D3,3 years,MORTGAGE,19000.0,Fully Paid,debt_consolidation,TX,29.94,0
7200.0, 36 months,9.17,229.53,B,B2,8 years,RENT,60000.0,Fully Paid,credit_card,WI,19.12,0
9100.0, 36 months,11.99,302.21,C,C1,6 years,RENT,36000.0,Charged Off,debt_consolidation,IN,17.77,1
3500.0, 36 months,12.59,117.24,C,C2,1 year,RENT,27000.0,Fully Paid,credit_card,AZ,27.6,0
14000.0, 36 months,11.22,459.81,B,B5,8 years,RENT,60000.0,Charged Off,credit_card,IL,23.6,1
3250.0, 36 months,13.18,109.79,C,C3,< 1 year,RENT,55000.0,Charged Off,debt_consolidation,AL,33.55,1
24000.0, 60 months,17.57,603.85,D,D4,9 years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,CA,33.11,0
26850.0, 36 months,14.48,923.95,C,C5,10+ years,MORTGAGE,65000.0,Charged Off,credit_card,WA,20.53,1
10000.0, 36 months,14.48,344.12,C,C5,7 years,RENT,83000.0,Charged Off,debt_consolidation,FL,16.58,1
35000.0, 36 months,13.18,1182.33,C,C3,6 years,OWN,80000.0,Fully Paid,credit_card,IL,31.37,0
21500.0, 60 months,13.18,491.18,C,C3,2 years,RENT,92000.0,In Grace Period,major_purchase,GA,8.23,0
8000.0, 36 months,12.59,267.98,C,C2,4 years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,MI,7.35,0
16200.0, 36 months,11.99,538.0,C,C1,9 years,RENT,36000.0,Fully Paid,debt_consolidation,CA,26.47,0
20800.0, 60 months,19.99,550.96,E,E4,9 years,RENT,52000.0,Charged Off,debt_consolidation,TX,21.74,1
24000.0, 36 months,7.26,743.91,A,A4,8 years,MORTGAGE,150000.0,Fully Paid,credit_card,GA,9.62,0
